Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.044 & 5000 & 2401.183 & 2402.277 & 1.094 & 15.662 & 0.007 & 1693.977 & 1696.183 & 2.206 & 39.126 & 0.023 & 22.52859085s & 110.438921685s & 110438.922 & 0.204 \\
Melbourne & 19493 & 1098227 & 194930 & 1949300 & 0.049 & 5000 & 8569.033 & 8568.841 & 0.193 & 86.376 & 0.010 & 3831.942 & 3847.079 & 15.137 & 50.317 & 0.013 & 2033.619771124s & 232.20646231s & 232206.462 & 8.758 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 0.045 & 5000 & 3177.761 & 3187.018 & 9.257 & 35.724 & 0.011 & 3680.255 & 3706.878 & 26.623 & 87.697 & 0.024 & 41.871324097s & 184.085295941s & 184085.296 & 0.227 \\
Palermo & 2176 & 226215 & 21760 & 217600 & 0.045 & 5000 & 2728.444 & 2727.316 & 1.128 & 14.408 & 0.005 & 1550.607 & 1544.915 & 5.692 & 17.125 & 0.011 & 24.66179091s & 71.850248856s & 71850.249 & 0.343 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 0.043 & 5000 & 4293.460 & 4284.246 & 9.214 & 60.225 & 0.014 & 1520.934 & 1511.892 & 9.042 & 42.556 & 0.028 & 187.068297062s & 79.688445399s & 79688.445 & 2.347 \\
Prague & 5147 & 670421 & 51470 & 514700 & 0.047 & 5000 & 3713.296 & 3716.294 & 2.998 & 44.563 & 0.012 & 4261.713 & 4245.558 & 16.155 & 103.741 & 0.024 & 301.960038182s & 249.625899908s & 249625.900 & 1.210 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 0.044 & 5000 & 2866.403 & 2868.000 & 1.597 & 24.898 & 0.009 & 1887.561 & 1888.145 & 0.584 & 38.015 & 0.020 & 11.308490393s & 82.157894739s & 82157.895 & 0.138 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 0.047 & 5000 & 3903.972 & 3898.109 & 5.863 & 29.358 & 0.008 & 2240.449 & 2229.213 & 11.236 & 64.815 & 0.029 & 670.669185031s & 119.756889716s & 119756.890 & 5.600 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 0.050 & 5000 & 6041.169 & 6041.150 & 0.019 & 60.800 & 0.010 & 4381.857 & 4381.800 & 0.056 & 84.937 & 0.019 & 2642.369349579s & 195.216828567s & 195216.829 & 13.536 \\
Toulouse & 3329 & 224354 & 33290 & 332900 & 0.046 & 5000 & 4660.700 & 4658.941 & 1.759 & 35.417 & 0.008 & 3829.167 & 3810.099 & 19.069 & 74.606 & 0.020 & 51.37703998s & 127.288503966s & 127288.504 & 0.404 \\
Turku & 1850 & 133512 & 18500 & 185000 & 0.044 & 5000 & 1982.008 & 1984.331 & 2.323 & 17.056 & 0.009 & 1977.662 & 1974.901 & 2.761 & 61.336 & 0.031 & 14.629166823s & 64.825818361s & 64825.818 & 0.226 \\
Venice & 1874 & 118519 & 18740 & 187400 & 0.044 & 5000 & 1897.744 & 1890.216 & 7.528 & 23.915 & 0.013 & 3334.041 & 3313.147 & 20.894 & 81.306 & 0.025 & 17.495960433s & 106.510331678s & 106510.332 & 0.164 \\
Winnipeg & 5079 & 333882 & 50790 & 507900 & 0.047 & 5000 & 3171.248 & 3170.924 & 0.324 & 20.779 & 0.007 & 2186.970 & 2176.901 & 10.069 & 46.230 & 0.021 & 76.681340101s & 81.984407031s & 81984.407 & 0.935 \\
