Kuopio & 549 & 32122 & 5490 & 54900 & 0.131 & 500 & 1561.357 & 1554.109 & 7.247 & 60.531 & 0.039 & 1627.485 & 1631.781 & 4.296 & 129.935 & 0.080 & 2.296075091s & 5.975163286s & 5975.163 & 0.384 \\
Lisbon & 7073 & 526169 & 70730 & 707300 & 0.149 & 500 & 1075.165 & 1091.373 & 16.208 & 111.174 & 0.102 & 1640.455 & 1696.562 & 56.108 & 232.780 & 0.137 & 327.933157113s & 6.342196178s & 6342.196 & 51.707 \\
Luxembourg & 1367 & 186752 & 13670 & 136700 & 0.138 & 500 & 2401.183 & 2407.296 & 6.113 & 50.943 & 0.021 & 1693.977 & 1712.082 & 18.105 & 112.326 & 0.066 & 13.957819991s & 6.373085919s & 6373.086 & 2.190 \\
Melbourne & 19493 & 1098227 & 194930 & 1949300 & 0.156 & 500 & 8569.033 & 8501.088 & 67.945 & 241.149 & 0.028 & 3831.942 & 3840.639 & 8.696 & 222.896 & 0.058 & 2120.427381471s & 17.413486358s & 17413.486 & 121.769 \\
Nantes & 2353 & 196376 & 23530 & 235300 & 0.142 & 500 & 3177.761 & 3179.468 & 1.707 & 108.544 & 0.034 & 3680.255 & 3686.147 & 5.893 & 264.303 & 0.072 & 69.793436104s & 21.481467915s & 21481.468 & 3.249 \\
Palermo & 2176 & 226215 & 21760 & 217600 & 0.141 & 500 & 2728.444 & 2730.723 & 2.279 & 52.630 & 0.019 & 1550.607 & 1544.287 & 6.320 & 55.863 & 0.036 & 27.767614219s & 9.727248207s & 9727.248 & 2.855 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 0.137 & 500 & 4293.460 & 4312.180 & 18.720 & 159.750 & 0.037 & 1520.934 & 1536.363 & 15.428 & 98.082 & 0.064 & 199.823608779s & 5.076133388s & 5076.133 & 39.365 \\
Prague & 5147 & 670421 & 51470 & 514700 & 0.147 & 500 & 3713.296 & 3730.855 & 17.559 & 124.385 & 0.033 & 4261.713 & 4280.959 & 19.245 & 406.147 & 0.095 & 321.604138541s & 17.05209974s & 17052.100 & 18.860 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 0.138 & 500 & 2866.403 & 2838.603 & 27.800 & 91.692 & 0.032 & 1887.561 & 1904.485 & 16.924 & 123.313 & 0.065 & 19.219988642s & 9.910904108s & 9910.904 & 1.939 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 0.150 & 500 & 3903.972 & 3900.554 & 3.418 & 112.085 & 0.029 & 2240.449 & 2296.357 & 55.908 & 229.947 & 0.100 & 844.491155707s & 10.117289165s & 10117.289 & 83.470 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 0.157 & 500 & 6041.169 & 5999.574 & 41.595 & 212.420 & 0.035 & 4381.857 & 4351.765 & 30.092 & 274.630 & 0.063 & 2690.130774323s & 17.41680059s & 17416.801 & 154.456 \\
Toulouse & 3329 & 224354 & 33290 & 332900 & 0.144 & 500 & 4660.700 & 4650.284 & 10.415 & 112.260 & 0.024 & 3829.167 & 3839.866 & 10.699 & 227.385 & 0.059 & 70.122572158s & 15.176647021s & 15176.647 & 4.620 \\
Turku & 1850 & 133512 & 18500 & 185000 & 0.140 & 500 & 1982.008 & 1982.459 & 0.451 & 47.482 & 0.024 & 1977.662 & 1964.299 & 13.364 & 234.719 & 0.119 & 16.366161332s & 6.763919803s & 6763.920 & 2.420 \\
Venice & 1874 & 118519 & 18740 & 187400 & 0.140 & 500 & 1897.744 & 1907.599 & 9.855 & 82.327 & 0.043 & 3334.041 & 3385.505 & 51.464 & 285.539 & 0.084 & 24.377954646s & 13.642320105s & 13642.320 & 1.787 \\
Winnipeg & 5079 & 333882 & 50790 & 507900 & 0.147 & 500 & 3171.248 & 3165.109 & 6.139 & 51.312 & 0.016 & 2186.970 & 2160.160 & 26.810 & 157.824 & 0.073 & 109.358053528s & 9.605788463s & 9605.789 & 11.385 \\
