Palermo & 2176 & 226215 & 21760 & 217600 & 0.100 & 1000 & 2728.444 & 2717.223 & 11.220 & 37.919 & 0.014 & 1550.607 & 1549.710 & 0.897 & 34.894 & 0.023 & 47.914357799s & 21.925143209s & 21925.143 & 2.185 \\
Paris & 11950 & 1823872 & 11950 & 1195000 & 0.097 & 1000 & 4293.460 & 4313.092 & 19.632 & 119.031 & 0.028 & 1520.934 & 1526.522 & 5.588 & 81.943 & 0.054 & 197.301208493s & 12.325574865s & 12325.575 & 16.007 \\
Prague & 5147 & 670421 & 51470 & 514700 & 0.104 & 1000 & 3713.296 & 3686.099 & 27.198 & 118.327 & 0.032 & 4261.713 & 4243.220 & 18.493 & 262.412 & 0.062 & 500.350169665s & 42.347029325s & 42347.029 & 11.815 \\
Rennes & 1407 & 109075 & 14070 & 140700 & 0.098 & 1000 & 2866.403 & 2856.530 & 9.873 & 62.697 & 0.022 & 1887.561 & 1873.580 & 13.981 & 86.393 & 0.046 & 11.907618085s & 20.077113291s & 20077.113 & 0.593 \\
Rome & 7869 & 1051211 & 78690 & 786900 & 0.106 & 1000 & 3903.972 & 3899.333 & 4.639 & 76.914 & 0.020 & 2240.449 & 2218.343 & 22.105 & 165.242 & 0.074 & 1115.84243089s & 22.746093625s & 22746.094 & 49.056 \\
Sydney & 24063 & 1265135 & 240630 & 2406300 & 0.111 & 1000 & 6041.169 & 6053.729 & 12.560 & 121.661 & 0.020 & 4381.857 & 4422.741 & 40.884 & 172.801 & 0.039 & 2876.433443187s & 35.206487061s & 35206.487 & 81.702 \\
Toulouse & 3329 & 224354 & 33290 & 332900 & 0.102 & 1000 & 4660.700 & 4682.051 & 21.352 & 70.392 & 0.015 & 3829.167 & 3830.279 & 1.111 & 168.272 & 0.044 & 65.985160226s & 33.099365469s & 33099.366 & 1.994 \\
Turku & 1850 & 133512 & 18500 & 185000 & 0.099 & 1000 & 1982.008 & 1985.237 & 3.229 & 34.150 & 0.017 & 1977.662 & 1986.888 & 9.226 & 140.452 & 0.071 & 17.103895033s & 14.867982834s & 14867.983 & 1.150 \\
Venice & 1874 & 118519 & 18740 & 187400 & 0.099 & 1000 & 1897.744 & 1893.872 & 3.871 & 57.538 & 0.030 & 3334.041 & 3337.119 & 3.078 & 184.267 & 0.055 & 23.31995416s & 24.609618059s & 24609.618 & 0.948 \\
Winnipeg & 5079 & 333882 & 50790 & 507900 & 0.104 & 1000 & 3171.248 & 3177.873 & 6.625 & 38.761 & 0.012 & 2186.970 & 2188.904 & 1.934 & 125.178 & 0.057 & 82.13513726s & 15.293782144s & 15293.782 & 5.370 \\
