stop_I;lat;lon;name
6@IMT061_600;43.6857062191809;11.2544315123767;Impruneta Piazza Buondelmonti 1
6@IMT066_600;43.7142421880543;11.2212221738805;Borghetto
6@IMT068_600;43.6747423849771;11.2693460051096;Porcinaia 1
6@IMT069_600;43.6837063941038;11.2562484649644;Ferrone Impruneta 2
6@IMT071_600;43.6777101710798;11.2575608071924;Prachatice Ferrone 1
6@IMT073_600;43.6901843432551;11.2430366233519;Fornace Poggi 2
6@IMT074_600;43.6773169022009;11.263003505034;Impruneta La Presura 2
6@IMT075_600;43.6771711187619;11.2632224342092;Impruneta La Presura 1
6@IMT076_600;43.6772414310196;11.2597475139944;Prachatice Pinetina 2
6@IMT077_600;43.6792245008558;11.2565986120133;Ferrone Fornaci 1
6@IMT078_600;43.6834548110055;11.2559760128758;Ferrone Impruneta 1
6@IMT079_600;43.6877158797999;11.2523925800066;Impruneta Viale Libertà 2
6@IMT080_600;43.6793133525099;11.2567224028402;Ferrone Fornaci 2
6@IMT081_600;43.6918891364325;11.2346396014679;Convento Suore 1
6@IMT082_600;43.6924601509237;11.2267075221318;Bagnolo Cimitero 1
6@IMT083_600;43.6957741995725;11.219882977354;Bagnolo 1
6@IMT084_600;43.7056582666379;11.2210039532562;Tavarnuzze Montebuoni 2
6@IMT085_600;43.7105792356684;11.218929843022;Tavarnuzze
6@IMT087_600;43.7248986544614;11.2449621941409;Croce Di Via Di Pozzolatico
6@IMT088_600;43.720902666155;11.2511405883499;Don Gnocchi
6@IMT089_600;43.7199597699505;11.2558989644882;La Querciola
6@IMT090_600;43.7178537516075;11.2595525696767;Scaluccia
6@IMT091_600;43.7156035620954;11.2603272146895;Mezzomonte
6@IMT092_600;43.7130831257445;11.257074407553;Lo Scopetello
6@IMT093_600;43.7087884372777;11.2554732737485;Monte Oriolo
6@IMT094_600;43.7061321818443;11.2526767918097;Campiano
6@IMT095_600;43.7025642484566;11.2495462408863;Le Rose
6@IMT096_600;43.6771913014693;11.2598921377147;Prachatice Pinetina 1
6@IMT097_600;43.6916846951396;11.2542403765457;Monte S. Antonio
6@IMT098_600;43.6777330400419;11.257715739534;Prachatice Ferrone 2
6@IMT099_600;43.7107780419757;11.2193327578025;Montebuoni
6@IMT100_600;43.7058223906739;11.2213148341808;Tavarnuzze Montebuoni 1
6@IMT101_600;43.6983420398441;11.2191686486862;Montebuoni 1
6@IMT102_600;43.6941214772597;11.2207688940315;Bagnolo 2
6@IMT103_600;43.6922937206362;11.2268575828587;Bagnolo Cimitero 2
6@IMT104_600;43.6918261400104;11.2347808249991;Convento Suore 2
6@IMT105_600;43.6905596466401;11.2423056400464;Fornace Poggi 1
6@IMT107_600;43.6855832141266;11.2544642484808;Impruneta Piazza Buondelmonti 2
6@IMT110_600;43.6964822252871;11.2505842407393;I Meccoli
6@IMT111_600;43.6795208354798;11.2646743117934;Impruneta Terza Piazza
6@IMT116_600;43.7114412762944;11.2572044061045;Sant'Isidoro
6@IMT122_600;43.6985521427485;11.2193469101462;Montebuoni 2
6@IMT123_600;43.7137026397794;11.2574947551931;Lo Scopetello
6@IMT124_600;43.7198419651243;11.2568399966198;La Querciola
6@IMT125_600;43.7176201100897;11.2601879056309;Scaluccia
6@IMT126_600;43.6877276796493;11.2524798493529;Impruneta Viale Libertà 1
6@IMT226_600;43.674819222359;11.2691039083168;Porcinaia 2
6@IMT49B_600;43.6847039835047;11.2569217967686;Impruneta Piazza Accursio
7@FM0044_600;43.8549021168235;11.1499684874679;Calenzano Via Di Capalle
7@FM0073_600;43.857347790524;11.1573042304531;Via Risorgimento
7@FM0076_600;43.7715114649867;11.138483658261;Il Palazzaccio
7@FM0098_600;43.7457744397492;11.1806576692438;Vingone
7@FM0099_600;43.7478076630289;11.1822728222241;Scandicci Botticelli
7@FM0100_600;43.7500005263983;11.1846257001371;Roma 04
7@FM0101_600;43.7519903411395;11.187395523832;Roma 02
7@FM0102_600;43.7536491763148;11.1904816221565;Matteotti Alighieri
7@FM0103_600;43.7544515518512;11.1930075107397;Marconi 02
7@FM0104_600;43.7562772716821;11.1973286216612;Bagnese
7@FM0130_600;43.8399012634658;11.1950028533903;Viviani
7@FM0147_600;43.7857081390094;11.3720745117028;Variante Ss67 Ferrovia
7@FM0148_600;43.779820103707;11.1507994524705;Michelucci
7@FM0165_600;43.7688820549342;11.1697797909592;Minervini
7@FM0171_600;43.7691035028836;11.1694973822531;Sollicciano
7@FM0172_600;43.771199921932;11.1619723727276;Pontignale Pace Mondiale
7@FM0175_600;43.7826652263569;11.1500813066136;Mozza
7@FM0194_600;43.756282941551;11.1970338157709;Bagnese 01
7@FM0195_600;43.7543616058384;11.1925337707172;Molin Nuovo
7@FM0196_600;43.7535731700965;11.1902194967839;Matteotti Paoli
7@FM0197_600;43.7516379286782;11.1869024376804;Roma 01
7@FM0198_600;43.7498108982209;11.1843203402137;Roma 03
7@FM0199_600;43.8111715987902;11.082453597446;Bassa
7@FM0211_600;43.7944718702452;11.2165802178493;Baracchini
7@FM0250_600;43.7518069901254;11.1832413858813;Scandicci Vespucci
7@FM0283_600;43.7957232107503;11.20332356914;Pistoiese Baracca
7@FM0284_600;43.7665366491133;11.1704900918165;Pacini Bassa
7@FM0285_600;43.766543510571;11.1708397581527;Pacini Cimarosa
7@FM0308_600;43.7957602938939;11.2028012646761;Pistoiese Bivio
7@FM0318_600;43.7913661835476;11.149652275257;Viottole
7@FM0345_600;43.7714358933492;11.1387498987214;Stagnacci
7@FM0350_600;43.7939336423134;11.1471807741638;Molina 01
7@FM0351_600;43.7911704546287;11.1327140234848;Molina 07
7@FM0391_600;43.7882374183124;11.136215437825;Bassi 02
7@FM0409_600;43.7736390218112;11.1400210229032;Superstrada
7@FM0418_600;43.7763818379029;11.1409157487213;Grioli
7@FM0419_600;43.7482299035515;11.1810247497747;Scandicci Brunelleschi
7@FM0420_600;43.7540121093877;11.1790362901606;Scuola Rodari
7@FM0421_600;43.7538162386952;11.1798644997288;Scuola Russell
7@FM0434_600;43.776087683197;11.1352250680064;Mattarella
7@FM0459_600;43.7748737729733;11.1368267426934;Stagnaccio Basso
7@FM0460_600;43.7724543114476;11.1388589563997;Stagnaccio Basso C.F.P.
7@FM0484_600;43.7595443030159;11.1814203668014;Settantottesimo Reggimento
7@FM0505_600;43.7498851876926;11.1737411951884;Socet
7@FM0509_600;43.7892142696672;11.144866279786;Trento 06
7@FM0514_600;43.7917639939121;11.1466913498251;Trento 04
7@FM0520_600;43.7899166823476;11.168229228685;Lazio Liguria
7@FM0521_600;43.7634740774598;11.1814343332078;Vivaldi 01
7@FM0559_600;43.7614761340981;11.1798809180632;Vivaldi 03
7@FM0593_600;43.8365458485628;11.214446762175;Biblioteca Di Doccia
7@FM0623_600;43.7087195936403;11.0730548620522;Piazza Del Popolo
7@FM0638_600;43.70206490878;11.100734304363;Via San Niccolo'
7@FM0642_600;43.6950790123058;11.1097241572294;Via Canto Alle Gracchie
7@FM0643_600;43.6990092848745;11.1188177398111;L'Opia
7@FM0644_600;43.7031576792286;11.1227191805974;Il Poggetto
7@FM0645_600;43.7048804299024;11.1276373555191;La Fornace
7@FM0663_600;43.7637529164088;11.1755465681843;Scandicci Paganini
7@FM0664_600;43.7667889117198;11.1879453431564;Pisana Via Dei Rossi
7@FM0665_600;43.7680746630595;11.191324987465;Pisana Ponte A Greve
7@FM0668_600;43.688401672697;11.1226921335558;Borro Dell'Ermellino
7@FM0669_600;43.6846933573949;11.1272757894057;Cerbaia
7@FM0683_600;43.6885801710057;11.122510331263;Castellare
7@FM0706_600;43.6924093766712;11.1136244972617;Molinuzzo
7@FM0710_600;43.7529296784321;11.154456332706;Triozzi Basso
7@FM0721_600;43.7455531500969;11.1414260291387;Via Delle Caselle
7@FM0760_600;43.786115342581;11.2360501546194;Maragliano Bellini
7@FM0766_600;43.7456742680473;11.1414489778708;Villa Torrigiani
7@FM0767_600;43.7002335554807;11.0962740694832;Vezzosi
7@FM0768_600;43.7027994571499;11.0913682485667;Riuccio
7@FM0769_600;43.7885399716671;11.2288214756767;Redi San Donato
7@FM0781_600;43.7027547097115;11.0915993908342;Podere Del Bosco
7@FM0787_600;43.7043092841954;11.089059583564;Poggio Tondo
7@FM0859_600;43.7043019870577;11.0889662482645;Borro Di Ritortolo
7@FM0860_600;43.6985341404005;11.1000727061656;Strada Provinciale 12
7@FM0868_600;43.7653393897781;11.1839433657433;Pisana Rialdoli
7@FM0869_600;43.7051821423371;11.131699625833;Pergoletta
7@FM0870_600;43.7073705085039;11.1359256388798;La Palazzina
7@FM0871_600;43.7599268573708;11.1800103568773;Cilea
7@FM0872_600;43.75309827351;11.1853983615866;San Bartolo In Tuto 04
7@FM0873_600;43.7560648647757;11.181397936291;Scandicci Boccaccio
7@FM0874_600;43.7543026190593;11.1831551531713;Giovanni Xxiii
7@FM0876_600;43.749758874988;11.181581764343;Giotto
7@FM0877_600;43.7053814586048;11.0845822845802;Artigiani
7@FM0878_600;43.7508088147224;11.1775164988657;Scandicci Masaccio 01
7@FM0879_600;43.7645625215556;11.1810142398024;Pantano
7@FM0880_600;43.7641959313178;11.176158947113;Buon Pastore
7@FM0881_600;43.7652108303541;11.1715586919693;Cimarosa
7@FM0882_600;43.7652848633652;11.1686092383774;Piscetto
7@FM0883_600;43.7654219225576;11.1639927029944;Torre Rossa
7@FM0884_600;43.7654847153763;11.1604371145283;San Paolo
7@FM0885_600;43.7665671551262;11.1580057487224;Sgc Fi-Pi-Li
7@FM0886_600;43.7227487258725;11.1412184274788;Fonte Del Brecca
7@FM0887_600;43.7225240936279;11.1372268715262;Poggio Alle Calle
7@FM0888_600;43.7215300727102;11.1316376054086;Marciola
7@FM0889_600;43.7510975434511;11.1767755283734;Scandicci Masaccio
7@FM0890_600;43.7214221684838;11.1304233711738;Villa Cipriani
7@FM0891_600;43.7498355843183;11.1818081170883;Giotto 02
7@FM0892_600;43.7528394539059;11.1848082613117;Manzoni
7@FM0893_600;43.7541091213708;11.1835514931695;San Bartolo In Tuto
7@FM0894_600;43.7561454092859;11.1821306323926;Carducci
7@FM0895_600;43.7145207938016;11.1185663914911;Podere Bruciatella
7@FM0896_600;43.7603323607585;11.1795204245272;Scandicci Vivaldi
7@FM0897_600;43.7134376783199;11.1138501508936;Podere Ronco Vecchio
7@FM0898_600;43.7123960812793;11.111019144716;Borro Di Faeta
7@FM0899_600;43.7711605528298;11.1592934275704;Pace Mondiale
7@FM0900_600;43.7079899976213;11.1063202178114;Podere Cipresseto
7@FM0902_600;43.7041091782126;11.1036462551717;Podere Cosalza
7@FM0903_600;43.7505836581031;11.1756297394147;Pacchi
7@FM0904_600;43.7653741955149;11.1598538886753;Charta '77
7@FM0905_600;43.7653048413958;11.1647074284388;Padule
7@FM0906_600;43.7651617680749;11.1670301146265;Codignola
7@FM0907_600;43.7649189167743;11.1710480847278;Casellina
7@FM0908_600;43.7064606723473;11.0806977116201;Ripalta
7@FM0909_600;43.7646193639287;11.1815738038785;Acciaiolo
7@FM0910_600;43.7654495827149;11.1844430751617;Pisana Pestalozzi
7@FM0911_600;43.7081666257614;11.0755128009306;Via Della Fornace
7@FM0912_600;43.7086346231967;11.0732917283951;Redipuglia
7@FM0913_600;43.7080920505668;11.0756529610713;Ginestra Chiesa
7@FM0914_600;43.7152178224141;11.1417864734615;Monte Cioppoli
7@FM0915_600;43.7154393902242;11.1419743596576;Baggiolo
7@FM0916_600;43.7593367617601;11.1819159244581;Lupi Di Toscana
7@FM0917_600;43.7348691511281;11.1717807760406;Scandicci San Polo
7@FM0918_600;43.7541111604901;11.1903353911727;Piazza Matteotti
7@FM0919_600;43.7561758976785;11.1878332560599;Rossi
7@FM0920_600;43.7584256198055;11.1841296408997;Turri
7@FM0921_600;43.7613049741484;11.1771473041253;Donizetti
7@FM0922_600;43.7348590627764;11.1718378407985;Lamperi
7@FM0923_600;43.7325467147683;11.1693857488274;Fosso Di Mosciano
7@FM0924_600;43.7325055196133;11.1694215112418;Borronaccia
7@FM0925_600;43.730597443489;11.1665387591582;Villa Bianca
7@FM0926_600;43.7307273456738;11.1668103952429;La Massa
7@FM0927_600;43.7636876806768;11.1725874903756;Di Vittorio
7@FM0928_600;43.7623525517488;11.1743808445083;Luigi Boccherini
7@FM0929_600;43.7612546866247;11.1769513757033;Scandicci Scarlatti
7@FM0930_600;43.7576161652357;11.1857321728236;Turri 02
7@FM0931_600;43.7557701647632;11.1873930298003;Alfieri
7@FM0932_600;43.7546182361827;11.1883059366399;Scandicci Aleardi
7@FM0939_600;43.7277942448355;11.163375642273;Terra Rossa
7@FM0940_600;43.7277531102392;11.1634083043663;Via Di Legnaia
7@FM0941_600;43.7262145824161;11.1609722527574;Poggio All'Arrigo
7@FM0942_600;43.7261778592086;11.1610097301188;La Montaia
7@FM0956_600;43.8470865978741;11.1756758024637;Vittorio Emanuele 05
7@FM0961_600;43.8557621788611;11.1556886425443;Puccini Di Prato
7@FM0962_600;43.8595791272881;11.1592900671548;Puccini 03
7@FM0963_600;43.8614096921223;11.1617561988131;Pino
7@FM0964_600;43.8622541495118;11.16423190255;Puccini 07
7@FM0965_600;43.7238691735967;11.1559669384769;Podere Del Leone
7@FM0968_600;43.836912906333;11.1822745359968;Togliatti 04
7@FM0977_600;43.8648833539701;11.1661206466003;Calenzano
7@FM0978_600;43.8610657425842;11.1609007250669;Puccini 06
7@FM0979_600;43.8587327797525;11.1583387341035;Puccini 04
7@FM0980_600;43.8555553939768;11.1551959420254;Puccini Ponte Alla Marina
7@FM0997_600;43.7238237764045;11.1559870357692;Scandicci Le Croci
7@FM0999_600;43.7893688124805;11.2238936664511;Baracca Paganini
7@FM1000_600;43.7918866575894;11.2175706058388;Baracca Tagliaferri
7@FM1002_600;43.7910040037723;11.1504782345138;Case Papucci
7@FM1004_600;43.798802950271;11.1955791385317;Pratese Magrini
7@FM1005_600;43.7997559558147;11.1933066158542;Pratese Palagio Degli Spini
7@FM1007_600;43.8034317586942;11.1863953492184;Pratese Ponte A Giogoli
7@FM1008_600;43.7235796814781;11.1522196771256;Poggio Al Pino
7@FM1017_600;43.7235479856634;11.1522294049005;Scandicci Spazzavento
7@FM1018_600;43.723554891401;11.1465979601374;Taverna Del Diavolo
7@FM1021_600;43.8034525846642;11.1859892912939;Pratese S. Piero A Quaracchi
7@FM1022_600;43.801391174233;11.1901996731968;Pratese Sede At
7@FM1023_600;43.7995357938524;11.1932845739126;Pratese Ferrarin
7@FM1024_600;43.7987281965039;11.1957209657465;Pratese Primo Settembre
7@FM1026_600;43.7963189135867;11.2034805810435;Baracca Pistoiese
7@FM1029_600;43.7909877740291;11.2202763523681;Baracca Miccinesi
7@FM1030_600;43.7892492873496;11.2237898050244;Baracca Leoncavallo
7@FM1031_600;43.7235183475749;11.1466261399785;Via Dell'Arrigo
7@FM1043_600;43.7515623543378;11.1421822262748;Cancellacci
7@FM1044_600;43.7514227051156;11.1423841086683;Via Di Calcinaia
7@FM1046_600;43.8291257678079;11.1333753953267;La Villa
7@FM1048_600;43.8323292245444;11.1320234952333;Confini
7@FM1055_600;43.8350139485193;11.1319325497863;Confini 04
7@FM1061_600;43.7247015583268;11.1283794087621;Podere Barcaccia
7@FM1062_600;43.724707357226;11.1283097791756;Casanova
7@FM1063_600;43.7315536115316;11.1237657422532;La Roveta
7@FM1126_600;43.8217889310872;11.1405425018722;Campi Bisenzio Bellini
7@FM1127_600;43.8209558473963;11.1379122421389;Piazza Dante
7@FM1130_600;43.7315090556375;11.1237408861321;Sorgente Roveta
7@FM1133_600;43.8218062104746;11.143462291263;Campi Bisenzio Risorgimento
7@FM1143_600;43.7334244021284;11.1231442955683;Borro Di Roncigliano
7@FM1147_600;43.7334479339815;11.1230892511495;Cerchiaie
7@FM1148_600;43.7368967264755;11.1245196619343;Pruniccie
7@FM1149_600;43.7949798687588;11.1965732984529;Pistoiese
7@FM1150_600;43.7944818086097;11.192269961727;San Biagio A Petriolo
7@FM1153_600;43.7938324663157;11.181981073945;Pistoiese 11
7@FM1155_600;43.7933579771328;11.1742038825068;Pistoiese 15
7@FM1157_600;43.7928729713071;11.1668772776842;Pistoiese 19
7@FM1158_600;43.7936728963817;11.1605330269176;Pistoiese 21
7@FM1170_600;43.7401636147635;11.1221732966712;Pedata Del Diavolo
7@FM1180_600;43.7937905800101;11.1590705981429;Pistoiese 26
7@FM1182_600;43.7927796112607;11.1670525726223;La Nave Di Brozzi
7@FM1184_600;43.7931972864932;11.1737390903953;Pistoiese Sala
7@FM1187_600;43.7937211780447;11.1821510343204;Pistoiese 12
7@FM1189_600;43.794125926714;11.1887611573762;Pistoiese 08
7@FM1190_600;43.7944000573053;11.1927765822951;San Biagio A Petriolo 02
7@FM1192_600;43.740191673905;11.1221168534754;Madonnina
7@FM1193_600;43.7488004023071;11.1278549070132;Torricino
7@FM1210_600;43.7488280886829;11.1278186279678;La Buca
7@FM1224_600;43.7501709601461;11.1306452823341;Fosso Del Meriggio
7@FM1225_600;43.750185035248;11.1306147309087;Vigliano
7@FM1234_600;43.7544767250504;11.1392073096708;Via Delle Fonti
7@FM1246_600;43.7504845781458;11.2470225954985;Imperiale San Felice
7@FM1248_600;43.7574656438711;11.259871128501;Giramontino
7@FM1249_600;43.7563402121544;11.259870737333;Torre Del Gallo
7@FM1250_600;43.7546092838633;11.2590742026352;Torre Del Gallo 03
7@FM1251_600;43.7514196717766;11.2562325645533;Torre Del Gallo 05
7@FM1252_600;43.7490088666974;11.2577193098044;Pian Dei Giullari 01
7@FM1253_600;43.7503110971704;11.2494419231252;Fermi
7@FM1254_600;43.7506908702962;11.2470058924685;Imperiale San Leonardo
7@FM1255_600;43.7473663839896;11.2579136382624;Pian Dei Giullari
7@FM1256_600;43.7490597522738;11.2578779651457;Pian Dei Giullari 02
7@FM1257_600;43.7516159796211;11.2563221675373;Torre Del Gallo 06
7@FM1258_600;43.7543984721266;11.2590352152749;Torre Del Gallo 04
7@FM1259_600;43.7561653586323;11.2598345902819;Torre Del Gallo 02
7@FM1260_600;43.7575428704689;11.2600634697456;Giramontino 02
7@FM1269_600;43.8076564283252;11.253217928521;Villa Le Rose
7@FM1270_600;43.808771925785;11.2548620578114;Villa La Meridiana
7@FM1271_600;43.8104235192658;11.2567130595928;Cosimo Il Vecchio
7@FM1272_600;43.8089391902191;11.2609758296102;Massoni
7@FM1273_600;43.8110011716284;11.2611935253614;S. Maria Maddalena Dei Pazzi
7@FM1274_600;43.8120502074497;11.2639140882447;Massoni 05
7@FM1275_600;43.8130557013721;11.2654223374573;Ballodole
7@FM1276_600;43.8130010623231;11.2681757527214;I Fraticini
7@FM1277_600;43.814570353173;11.2721175975708;Massoni 11
7@FM1278_600;43.8168611521268;11.2766683671099;Massoni 13
7@FM1279_600;43.8160539717842;11.279671578089;Massoni 15
7@FM1280_600;43.807645459874;11.2667421899768;Di Careggi
7@FM1281_600;43.8091514926885;11.2643484668955;Di Careggi 10
7@FM1282_600;43.808847007717;11.2617665387435;Di Careggi 08
7@FM1283_600;43.8107071134717;11.2564859019397;Di Careggi 06
7@FM1284_600;43.8117123534969;11.253224397032;Di Careggi 04
7@FM1285_600;43.8025107875066;11.2479710887422;Pergolino Cto
7@FM1286_600;43.8033167094842;11.249566120659;Villa Ulivella
7@FM1287_600;43.8040868309737;11.2502352568461;Villa I Glicini
7@FM1288_600;43.8048561825402;11.2516285268379;Villa Aurora
7@FM1289_600;43.8056452277104;11.2552167930674;Villa La Selva
7@FM1290_600;43.8054188611075;11.2584716176515;Viuzzo Bartolommei
7@FM1291_600;43.8036578161002;11.2562375717142;Poggio Secco
7@FM1292_600;43.8026741806767;11.2540716875383;Incontri
7@FM1294_600;43.7593488092375;11.2837943314755;Dalla Costa
7@FM1295_600;43.7566632250135;11.2798646481071;Larione
7@FM1296_600;43.7532043005384;11.2803946819937;Fortini
7@FM1297_600;43.7505605575489;11.284060737216;Fortini 03
7@FM1298_600;43.7489414364782;11.2844353892358;I Moccoli
7@FM1299_600;43.7470876793994;11.283261052848;Cinque Vie
7@FM1300_600;43.7457649810512;11.2798388819113;Caduti Di Pian D'Ema
7@FM1301_600;43.7428813540882;11.2743178953685;Cinque Vie 05
7@FM1302_600;43.7420222043333;11.2708888576161;Cinque Vie 07
7@FM1303_600;43.7411787107611;11.267151165452;Cinque Vie 09
7@FM1304_600;43.7394471930555;11.2604472000181;Cinque Vie 11
7@FM1308_600;43.7545587779408;11.1391527854574;Santa Maria Del Bosco
7@FM1313_600;43.7364012926272;11.2268891692711;Pietriboni
7@FM1317_600;43.735435645071;11.2572834777957;Cinque Vie Monteripaldi
7@FM1318_600;43.7369195055245;11.2585096042063;Cinque Vie Tozzoli
7@FM1319_600;43.7385834968383;11.2596887636659;Cinque Vie Scuole
7@FM1320_600;43.7393955651141;11.2610087279408;Cinque Vie 12
7@FM1321_600;43.7411667052315;11.267270674539;Cinque Vie 10
7@FM1322_600;43.742150059114;11.2714773700313;Cinque Vie 08
7@FM1323_600;43.7428401275786;11.274353590294;Cinque Vie 06
7@FM1324_600;43.745719254527;11.2798744037925;Le Cinque Vie
7@FM1328_600;43.753247859387;11.2804677573573;Fortini 06
7@FM1329_600;43.7558736444569;11.278825407902;Fortini 04
7@FM1332_600;43.7591653574394;11.2778758805725;Fortini 02
7@FM1333_600;43.7614470783558;11.2378217507398;Foscolo Pindemonte
7@FM1334_600;43.7587032048289;11.2328779178717;Santa Maria A Marignolle
7@FM1335_600;43.7592173277838;11.229142432023;Santa Maria A Marignolle 03
7@FM1336_600;43.757040766284;11.2264856265497;Merli
7@FM1337_600;43.756092569355;11.2231633942682;Santa Maria A Marignolle 07
7@FM1338_600;43.7580752749543;11.1458415955546;Le Fonti
7@FM1339_600;43.752229372747;11.2174076784537;Santa Maria A Marignolle 11
7@FM1340_600;43.7499393960905;11.2166384242842;Marignolle
7@FM1341_600;43.7522089091817;11.217534235415;Santa Maria A Marignolle 12
7@FM1342_600;43.7540862526195;11.2191515771708;Santa Maria A Marignolle 10
7@FM1343_600;43.756050844697;11.2232255092779;Santa Maria A Marignolle 08
7@FM1344_600;43.7570117793647;11.2265870307394;Merli 02
7@FM1345_600;43.7591853235739;11.2291676404493;Santa Maria A Marignolle 04
7@FM1346_600;43.7586084029583;11.2328914710748;Santa Maria A Marignolle 02
7@FM1347_600;43.7615265310173;11.2379023554978;Foscolo Porta Romana
7@FM1348_600;43.758240446321;11.1459158222471;Lavanderia
7@FM1349_600;43.8122825982089;11.2480440369964;Oblate 01
7@FM1350_600;43.7541586023542;11.1527878685237;Casarsa
7@FM1351_600;43.7541895672092;11.1528169267607;Montaguglione
7@FM1352_600;43.8137558789943;11.2479958831597;Gore 03
7@FM1353_600;43.8149097991379;11.2488218347893;Cappelle Del Commiato
7@FM1354_600;43.8174600278195;11.2493932028126;Masse
7@FM1355_600;43.8191385752509;11.2510230144367;Masse 03
7@FM1356_600;43.8203199627777;11.2534362680553;Masse 05
7@FM1357_600;43.8223233635103;11.2552541567086;Masse 07
7@FM1358_600;43.8265044904734;11.2600860934984;Masse 09
7@FM1359_600;43.8333627627298;11.2663384008926;Dante Da Castiglione
7@FM1360_600;43.8367913464339;11.268239194791;Dante Da Castiglione 05
7@FM1361_600;43.8420614599699;11.2694418199485;Segalari
7@FM1362_600;43.8411486299613;11.2655354946826;Dante Da Castiglione 09
7@FM1363_600;43.845046614755;11.262380258927;Cercina
7@FM1364_600;43.8472682481898;11.2679396391212;Serravalle
7@FM1365_600;43.8497995422533;11.270817724056;Fondi
7@FM1366_600;43.8507561603962;11.2720623907282;Fondi 03
7@FM1367_600;43.8509199780232;11.273783949829;Docciola
7@FM1368_600;43.8486056356701;11.2758420171439;Vallecchio 01
7@FM1369_600;43.8447947976431;11.2782208182002;La Torre 01
7@FM1370_600;43.8401815106913;11.279752433945;Angiolini
7@FM1371_600;43.8368890712322;11.2841188045976;Docciola 15
7@FM1372_600;43.8355854111707;11.2865022459854;Caduti Di Montorsoli
7@FM1373_600;43.833777855913;11.2863958820503;Montorsoli 03
7@FM1374_600;43.8337945429205;11.2864618172872;Montorsoli 04
7@FM1375_600;43.8356079024796;11.2865031052227;Sesto Fiorentino Montorsoli
7@FM1376_600;43.8369208076426;11.284107577487;Docciola 16
7@FM1377_600;43.8401806424267;11.2797959374009;Angiolini 02
7@FM1378_600;43.8448162043499;11.2782760581905;La Torre 02
7@FM1379_600;43.848627910369;11.2758537501941;Vallecchio
7@FM1380_600;43.850978981662;11.2737597549293;Docciola 08
7@FM1381_600;43.8508629448563;11.2721255424689;Fondi 04
7@FM1382_600;43.8498596237986;11.2708053989667;Fondi 02
7@FM1383_600;43.8473448428794;11.2679363224342;Serravalle 02
