stop_id,stop_name,stop_lat,stop_lon,stop_code
"BRP109_600","Roma Mazzini","43.7288990008441","11.3268799174507","BRP109"
"BRP110_600","Peruzzi Della Torre","43.728647208196","11.3422218972919","BRP110"
"BRP117_600","Roma Rodolico","43.7540975570679","11.3085407407692","BRP117"
"BRP137_600","Costa Al Rosso","43.7178968704598","11.2920950695933","BRP137"
"BRP184_600","Chiantigiana Alighieri","43.7281084356297","11.2950626616927","BRP184"
"BRP185_600","Chiantigiana Borgo Sani","43.7262222926156","11.2929108269881","BRP185"
"BRP186_600","Grassina Umberto I","43.7242185682555","11.2931747172124","BRP186"
"BRP187_600","Chiantigiana Bartolini","43.7265224828108","11.2932062862012","BRP187"
"BRP188_600","Chiantigiana Campigliano","43.728824699387","11.2955817937832","BRP188"
"BRP190_600","Chiantigiana Ponte A Niccheri","43.73566367045","11.2966627109586","BRP190"
"BRP201_600","Gobetti Volta Perosi","43.754798434677","11.3190559060186","BRP201"
"BRP205_600","Di Antella 05","43.7314016200497","11.3106715524122","BRP205"
"BRP206_600","Di Antella Torricella","43.7300945627542","11.3154170150862","BRP206"
"BRP207_600","Brig. Partigiane Torricella","43.7292726085391","11.3170229527225","BRP207"
"BRP208_600","Brig. Partigiane Giardini","43.7281462511809","11.3193646256602","BRP208"
"BRP209_600","Antella","43.7264785650535","11.3216808972536","BRP209"
"BRP210_600","Di Antella Peruzzi","43.7280870949894","11.3201673159755","BRP210"
"BRP211_600","Di Antella Pertini","43.7295347228807","11.3173037692393","BRP211"
"BRP212_600","Di Antella Romanelli","43.7303037729413","11.3150898416369","BRP212"
"BRP213_600","Di Antella 06","43.7318599525084","11.3093776882568","BRP213"
"BRP216_600","Croce A Varliano","43.7459707545148","11.3380443036644","BRP216"
"BRP217_600","Roma I Ponti","43.7527402569768","11.3173244147545","BRP217"
"BRP218_600","Roma Borrani","43.7483065907528","11.330534549508","BRP218"
"BRP219_600","Roma Dallapiccola","43.7486087250819","11.3278066795975","BRP219"
"BRP220_600","Roma Mattei","43.7496785870344","11.3245992018035","BRP220"
"BRP221_600","Roma Fratelli Orsi","43.7520133623498","11.3211980013273","BRP221"
"BRP224_600","Roma Olmi","43.7538990181123","11.3103450301503","BRP224"
"BRP234_600","Roma Pieve A Ripoli","43.7538394801959","11.3099281852276","BRP234"
"BRP235_600","Roma Bocci","43.7534692406503","11.3128965278837","BRP235"
"BRP238_600","Roma Agnoletti","43.7507564916423","11.3225835865092","BRP238"
"BRP239_600","Roma Due Giugno","43.7492493305206","11.3254594396997","BRP239"
"BRP241_600","Roma Giusiani","43.7481729441434","11.3329481841622","BRP241"
"BRP407_600","Bagno A Ripoli Robinson","43.7530677756583","11.3176010034401","BRP407"
"BRP409_600","Ritortoli Casanuova","43.746542764991","11.3128113106797","BRP409"
"BRP410_600","Ritortoli Baroncelli","43.7466543732569","11.3128575262274","BRP410"
"BRP446_600","Cimitero San Martino","43.7158247996875","11.2957446648074","BRP446"
"BRP502_600","Villamagna","43.7616271762256","11.3825154675467","BRP502"
"BRP503_600","Fagiolari 02","43.7615169367537","11.3869335473853","BRP503"
"BRP504_600","San Romolo 22","43.7655575192978","11.3891814394904","BRP504"
"BRP505_600","Turrita 02","43.7675007428182","11.3875319097332","BRP505"
"BRP506_600","San Romolo 18","43.7707189835531","11.3858320393005","BRP506"
"BRP507_600","Case Di San Romolo 02","43.7732678780553","11.3838475673893","BRP507"
"BRP508_600","San Romolo 14","43.7744511914627","11.3815042790328","BRP508"
"BRP509_600","Torre Rossa 02","43.7736828775066","11.3781919777338","BRP509"
"BRP510_600","Monte Acuto 02","43.7743753565497","11.375800341114","BRP510"
"BRP511_600","San Romolo 08","43.7766465788656","11.3775152315738","BRP511"
"BRP512_600","San Romolo 06","43.7780983635196","11.3723808132352","BRP512"
"BRP513_600","San Romolo 04","43.7789880254439","11.3697481776978","BRP513"
"BRP514_600","San Romolo 02","43.7810292298378","11.3659183279836","BRP514"
"BRP515_600","Di Docciola Di Rosano","43.780104685371","11.3650695301709","BRP515"
"BRP516_600","Di Rosano Del Roseto","43.7746489520649","11.3626895128454","BRP516"
"BRP517_600","Di Rosano Arno","43.7717727477475","11.359808352892","BRP517"
"BRP518_600","Di Rosano Di Rignalla","43.7716653412114","11.3556989910657","BRP518"
"BRP519_600","Di Rosano Vivaio","43.7710153983491","11.3529284968473","BRP519"
"BRP520_600","Di Rosano Pescaia","43.767605701176","11.3448310867214","BRP520"
"BRP521_600","Di Rosano Il Girone","43.7648332625677","11.3403742293966","BRP521"
"BRP522_600","Di Rosano Della Massa","43.7627950484894","11.3353561598395","BRP522"
"BRP532_600","Di Rimaggio Della Croce","43.7602438080349","11.3314735075171","BRP532"
"BRP533_600","Di Rimaggio Vicchio E Paterno","43.7584004042033","11.3298690391694","BRP533"
"BRP534_600","Di Rosano Viola Park","43.7579012743551","11.3275420319096","BRP534"
"BRP535_600","Arti Don Perosi","43.7548078438468","11.323322974679","BRP535"
"BRP538_600","Roma Pian D'Albero","43.7461157800382","11.3379892984001","BRP538"
"BRP539_600","Roma Circolo La Fonte","43.7430739850352","11.3414381629495","BRP539"
"BRP540_600","Roma Dei Colli","43.7359419608537","11.3406199441313","BRP540"
"BRP541_600","Roma Martinelli","43.7312592348899","11.3441763545698","BRP541"
"BRP542_600","Roma Peruzzi","43.7294877104581","11.3463108558683","BRP542"
"BRP543_600","Peruzzi A1","43.7282942229681","11.3381647783104","BRP543"
"BRP544_600","Peruzzi Autogrill","43.7286368225158","11.331280429239","BRP544"
"BRP545_600","Peruzzi Romanelli","43.7273597552097","11.3237624039927","BRP545"
"BRP553_600","Di Tizzano Bikila","43.7231401623128","11.2952978810491","BRP553"
"BRP555_600","Di Tizzano Chiantigiana","43.723117899367","11.2969565677877","BRP555"
"BRP557_600","Pulicciano Di Picille","43.7225361058681","11.3209567469979","BRP557"
"BRP558_600","Croce A Balatro","43.7201999017983","11.3195771855511","BRP558"
"BRP559_600","Pulicciano Michelet","43.7223071761074","11.3209477181959","BRP559"
"BRP560_600","Brigate Partigiane Togliatti","43.7262235116863","11.3209400875509","BRP560"
"BRP561_600","Peruzzi Bixio","43.7272564977133","11.3236572977486","BRP561"
"BRP562_600","Peruzzi Bardelli","43.7285708285665","11.3311170832627","BRP562"
"BRP563_600","Peruzzi Borro San Giorgio","43.7284270598417","11.3375801359371","BRP563"
"BRP564_600","Roma Lazzeri","43.7297702701215","11.346095509894","BRP564"
"BRP565_600","Roma San Quirico","43.7315982401846","11.3438900373967","BRP565"
"BRP566_600","Roma Valcelli","43.7361938900658","11.340628210179","BRP566"
"BRP567_600","Roma Del Bigallo","43.7430984941521","11.3415602023145","BRP567"
"BRP568_600","Roma Della Croce","43.7461931289061","11.3379242021167","BRP568"
"BRP570_600","Arti Granacci","43.7541574550113","11.321375318463","BRP570"
"BRP571_600","Arti Del Padule","43.7547449997648","11.3233960011515","BRP571"
"BRP572_600","Di Rosano Del Padule","43.7579911420775","11.3276960586195","BRP572"
"BRP575_600","Di Rosano Candeli","43.7623609482297","11.33476800083","BRP575"
"BRP576_600","Di Rosano Della Cartiera","43.7644141475969","11.3395889191142","BRP576"
"BRP577_600","Di Rosano Bosco Incontro","43.7674360638926","11.3447974468963","BRP577"
"BRP578_600","Di Rosano Casa Di Riposo","43.7709546528367","11.3531251437797","BRP578"
"BRP579_600","Di Rosano Santa Maria","43.7716220099972","11.3558180578059","BRP579"
"BRP580_600","Di Rosano Vallina","43.771739113273","11.3599110870504","BRP580"
"BRP581_600","Di Rosano Di Docciola","43.7745542532512","11.3626668958427","BRP581"
"BRP582_600","Di Docciola Di San Romolo","43.780179320612","11.365161012709","BRP582"
"BRP583_600","San Romolo 01","43.7809852709128","11.3658063689215","BRP583"
"BRP584_600","San Romolo 03","43.7788923149477","11.3697947963469","BRP584"
"BRP585_600","San Romolo 05","43.7780705547443","11.3726360008137","BRP585"
"BRP586_600","San Romolo 07","43.7766582862392","11.3772732688298","BRP586"
"BRP587_600","Monte Acuto 01","43.7744778596924","11.3758999646042","BRP587"
"BRP588_600","Torre Rossa 01","43.7736488066318","11.3783148783047","BRP588"
"BRP589_600","San Romolo 13","43.7743891576412","11.3814567741397","BRP589"
"BRP590_600","Case San Romolo 01","43.7732704688029","11.3837234196624","BRP590"
"BRP591_600","San Romolo 17","43.770530748401","11.385791938155","BRP591"
"BRP592_600","Turrita 01","43.7674380628243","11.3875154383644","BRP592"
"BRP593_600","San Romolo 21","43.7655598558659","11.3890697213234","BRP593"
"BRP594_600","Fagiolari 01","43.7615964417824","11.3870065874602","BRP594"
"BRP692_600","Roseto Di Docciola","43.7776236280058","11.3641349169029","BRP692"
"BRP703_600","Peruzzi San Giorgio","43.7287044197905","11.3420724309993","BRP703"
"BRP707_600","Roma Cattaneo","43.7288367649296","11.3265892099556","BRP707"
"BRP869_600","Di Tizzano Di Lappeggi","43.707316972792","11.3044382312449","BRP869"
"BRP872_600","Di Tizzano Di Pulicciano","43.7065115152671","11.3059820394513","BRP872"
"BRP944_600","Grassina Chiantigiana","43.7239431043752","11.2931994003122","BRP944"
"BRP948_600","Di Tizzano Pescaia","43.715349008374","11.2992702476297","BRP948"
"BRP949_600","Di Tizzano Ricceri","43.7124937572381","11.3002652455282","BRP949"
"BRP950_600","Di Tizzano Zona Artigianale","43.7086945731456","11.3017558017867","BRP950"
"BRP951_600","Di Tizzano Castel Ruggero","43.7006871802423","11.3093703229483","BRP951"
"BRP952_600","Di Tizzano Poggio Casciano","43.6954652604064","11.3235456271729","BRP952"
"BRP953_600","Di Tizzano Tabernacolo","43.6916296858418","11.3296624863627","BRP953"
"BRP954_600","Di Tizzano Circolo Quarate","43.6887899542158","11.3344791408263","BRP954"
"BRP955_600","Di Tizzano Di Lizzano","43.6854125155423","11.3341140332972","BRP955"
"BRP967_600","Di Tizzano Cuculia","43.6855182618163","11.3346538669569","BRP967"
"BRP968_600","Di Tizzano Di Quarate","43.6889190077609","11.3343321553094","BRP968"
"BRP970_600","Di Tizzano Torre Dell'Olivo","43.691225954738","11.330263409438","BRP970"
"BRP971_600","Di Tizzano Montemasso","43.6954495398423","11.3235881410752","BRP971"
"BRP972_600","Di Tizzano Di Mondeggi","43.7008174217058","11.3090694157158","BRP972"
"BRP973_600","Di Tizzano Del Boscaccio","43.7128846560552","11.3001239298963","BRP973"
"BRP974_600","Di Tizzano Spinello Aretino","43.7155732696773","11.2991771630681","BRP974"
"BRP975_600","Di Vittorio Grandi","43.7199205721358","11.2958181394402","BRP975"
"BRP976_600","Di Vittorio Buozzi","43.7203244333633","11.2947310689297","BRP976"
"BRP977_600","Chianesi Buozzi","43.721103680403","11.294225024737","BRP977"
"BRP978_600","Chianesi Costa Al Rosso","43.7201125188059","11.2937029105832","BRP978"
"BRP979_600","Chianesi Chiantigiana","43.7188635874138","11.2934990139188","BRP979"
"BRP983_600","Slargo Lippi","43.7178257915329","11.2927207983886","BRP983"
"BRP984_600","Chianesi Lippi","43.7190777710131","11.2936385889192","BRP984"
"BRP985_600","Chianesi Barducci","43.7202821886629","11.2937142281971","BRP985"
"BRP986_600","Buozzi Barducci","43.7208421335156","11.2945071464923","BRP986"
"BRP987_600","Pian Di Grassina Tegolaia","43.722899243017","11.2916015206093","BRP987"
"BRP988_600","Pian Di Grassina Fonti","43.7217172368493","11.2881347164022","BRP988"
"BRP989_600","Pian Di Grassina Lorenzoni","43.7206383167444","11.2880594952908","BRP989"
"BRP990_600","Pian Di Grassina","43.7200479040869","11.2847193512545","BRP990"
"BRP991_600","Pian Di Grassina Fornaci","43.7208450752082","11.2885251431717","BRP991"
"BRP992_600","Pian Di Grassina Galganotti","43.7223156888475","11.2897217383214","BRP992"
"BRP993_600","Ponte Del Lepri","43.7230623718314","11.2919972533536","BRP993"
"CAL006_600","Alighieri Il Neto","43.8459455756497","11.1802714126735","CAL006"
"CAL008_600","Giusti Tessitori","43.8590479900353","11.1749474854093","CAL008"
"CAL009_600","Giusti Carpugnane","43.8607716237935","11.1715106088892","CAL009"
"CAL026_600","Cimitero Settimello","43.8476106038017","11.1777071235242","CAL026"
"CAL027_600","Pratignone Allende","43.8452130440631","11.1591121080145","CAL027"
"CAL038_600","Alighieri Angiolieri","43.8458393299658","11.1801773495224","CAL038"
"CAL039_600","Alighieri Della Chiesa","43.849428185509","11.1796534260347","CAL039"
"CAL040_600","Giusti Cantine","43.8560764630344","11.178984286813","CAL040"
"CAL041_600","Giusti Petrarca","43.8590221820581","11.1753571648063","CAL041"
"CAL042_600","Giusti Leopardi","43.8600435505967","11.1730192248332","CAL042"
"CAL044_600","Di Capalle Del Lavoro","43.8549021168235","11.1499684874679","CAL044"
"CAL046_600","Municipio Calenzano","43.8654030496924","11.1681507216553","CAL046"
"CAL055_600","Giusti Cavalcanti","43.8562142367365","11.1788415527744","CAL055"
"CAL067_600","Vittorio Emanuele Sottopasso A1","43.8489971384696","11.171795301239","CAL067"
"CAL068_600","Di Prato Centro Commerciale","43.8528585424631","11.1635482381512","CAL068"
"CAL071_600","Vittorio Emanuele Caponnetto","43.8504055217134","11.1685121946292","CAL071"
"CAL072_600","Vittorio Emanuele Baldanzese","43.848694720845","11.1722447577736","CAL072"
"CAL073_600","Vittorio Emanuele San Morese","43.847244580888","11.1751808166319","CAL073"
"CAL082_600","Vittorio Emanuele Casello A1","43.8507525637431","11.1680162384645","CAL082"
"CAL083_600","Di Prato La Fogliaia","43.8544241733793","11.1571723448672","CAL083"
"CAL085_600","Di Prato Larga","43.8536726266823","11.159065953873","CAL085"
"CAL086_600","Vittorio Emanuele Pratignone","43.8520008781318","11.1641470697753","CAL086"
"CAL092_600","Di Capalle Di Prato","43.8551174024856","11.1502499533311","CAL092"
"CAL093_600","Puccini Risorgimento","43.857347790524","11.1573042304531","CAL093"
"CAL094_600","Calenzano Parco Della Resistenza","43.8635547852642","11.1668626447276","CAL094"
"CAL095_600","Di Legri Del Saletto","43.9110399519617","11.2188428675767","CAL095"
"CAL125_600","Cimitero Calenzano","43.8615818458244","11.1616986491337","CAL125"
"CAL161_600","Puccini Di Prato","43.8557621788611","11.1556886425443","CAL161"
"CAL162_600","Puccini Larga","43.8595791272881","11.1592900671548","CAL162"
"CAL163_600","Puccini Del Pino","43.8614096921223","11.1617561988131","CAL163"
"CAL164_600","Puccini Del Lago","43.8622541495118","11.16423190255","CAL164"
"CAL205_600","Caponnetto Pratignone Fs","43.8487237896712","11.1624749744098","CAL205"
"CAL213_600","Pertini Biblioteca","43.8613847712229","11.1663982655682","CAL213"
"CAL216_600","Pertini Don Milani","43.8614134190806","11.1667866063853","CAL216"
"CAL221_600","Calenzano Fs","43.8563143999473","11.1450065148557","CAL221"
"CAL241_600","Olmi Gelsi","43.8389451245828","11.1708318742714","CAL241"
"CAL242_600","Olmi Pertini","43.8390026105686","11.1704125950093","CAL242"
"CAL290_600","Giusti Betti","43.8637817165341","11.1691372248703","CAL290"
"CAL465_600","Alighieri Arrigo Da Settimello","43.8528985544606","11.1794408397436","CAL465"
"CAL612_600","Alighieri Goldoni","43.8532089645827","11.1792157561267","CAL612"
"CAL684_600","Baldanzese Dei Gelsi","43.8411540070561","11.1666406733768","CAL684"
"CAL685_600","Baldanzese Degli Olmi","43.8438534295146","11.169097313677","CAL685"
"CAL686_600","Manetti & Roberts","43.8446749604878","11.1696915590716","CAL686"
"CAL687_600","Baldanzese Del Pratignone","43.8411701258422","11.1665028702527","CAL687"
"CAL795_600","Pratignone Fs","43.8486814235639","11.1620971082729","CAL795"
"CAL796_600","Pratignone Zona Industriale","43.8469253095337","11.1606932501204","CAL796"
"CAL800_600","Pratignone Olmi","43.8449213665318","11.1590627078772","CAL800"
"CAL801_600","Pratignone Delle Calandre","43.8473433032897","11.1612043498243","CAL801"
"CAL835_600","Pertini Tigli","43.8590576140603","11.1637037525921","CAL835"
"CAL836_600","Calenzano Universita'","43.8580299670892","11.161924894287","CAL836"
"CAL838_600","Pertini Universita'","43.8589746226397","11.1637713545633","CAL838"
"CAL945_600","Pratese Parco Del Neto","43.8433977176726","11.1830941336924","CAL945"
"CAL947_600","Della Chiusa Delle Bartoline","43.8721462378219","11.1703025871424","CAL947"
"CAL948_600","Della Chiusa Valigarri","43.8782698277092","11.176622472929","CAL948"
"CAL949_600","Della Chiusa Di Legri","43.8826209167751","11.1805059240532","CAL949"
"CAL950_600","Bellini La Ginoriana","43.8858675483867","11.1814008839745","CAL950"
"CAL951_600","Bellini A1","43.8898287007495","11.182571709301","CAL951"
"CAL952_600","Di Carraia Scuole","43.8936650567947","11.1832543487264","CAL952"
"CAL953_600","Grandi Santi","43.8959136091902","11.183373891418","CAL953"
"CAL954_600","Santi Buozzi","43.8971673403999","11.1837263275153","CAL954"
"CAL955_600","Bellini Santi","43.8977073712446","11.1867973971331","CAL955"
"CAL956_600","Vittorio Emanuele Bovio","43.8470865978741","11.1756758024637","CAL956"
"CAL960_600","Bellini Toscanini","43.8939610813335","11.1844884056508","CAL960"
"CAL961_600","Bellini","43.8900369329181","11.1825536711199","CAL961"
"CAL962_600","Bellini Travalli","43.8860158815661","11.1814125238705","CAL962"
"CAL963_600","Di Legri Di Leccio","43.8878681787475","11.1918843869204","CAL963"
"CAL964_600","Di Legri Di Signorina","43.894089441675","11.2000824604038","CAL964"
"CAL965_600","Di Legri Lago","43.9085159945627","11.2164483786893","CAL965"
"CAL966_600","Alighieri Giovanni Xxiii","43.8489193923929","11.1798945920762","CAL966"
"CAL967_600","Legri","43.9140659813961","11.2241192723998","CAL967"
"CAL968_600","Di Legri Parco Pubblico","43.9113296276151","11.2189938030218","CAL968"
"CAL969_600","Di Legri Di Volmiano","43.9081806654789","11.2160980738169","CAL969"
"CAL970_600","Di Legri Sp107","43.8946852233645","11.2002351344029","CAL970"
"CAL971_600","Di Legri Di Davanzello","43.888212129476","11.1924930661828","CAL971"
"CAL972_600","Della Chiusa Di Davanzello","43.8824369034693","11.1802409787906","CAL972"
"CAL973_600","Della Chiusa Sp8","43.8780884392204","11.1764555502264","CAL973"
"CAL974_600","Della Chiusa Del Colle","43.8725024393212","11.1707465168852","CAL974"
"CAL975_600","Cimitero Carraia","43.8964496930498","11.1755681797003","CAL975"
"CAL977_600","Calenzano","43.8648833539701","11.1661206466003","CAL977"
"CAL978_600","Puccini Mascagni","43.8610657425842","11.1609007250669","CAL978"
"CAL979_600","Puccini Del Molino","43.8587327797525","11.1583387341035","CAL979"
"CAL980_600","Puccini Ponte Alla Marina","43.8555553939768","11.1551959420254","CAL980"
"CBI000_600","Barberinese Pertiche","43.8130496797197","11.1196124705231","CBI000"
"CBI001_600","Gkn","43.8448476567302","11.1407343348309","CBI001"
"CBI002_600","Di San Donnino Case Papucci","43.7910040037723","11.1504782345138","CBI002"
"CBI004_600","Barberinese Volta Prata","43.8177770104357","11.1215252427799","CBI004"
"CBI013_600","I Gigli","43.8447902038024","11.1413978202635","CBI013"
"CBI018_600","Santo Stefano Matteotti","43.8215221694969","11.1365164039539","CBI018"
"CBI019_600","San Quirico Cimitero","43.8409415707839","11.1334404966563","CBI019"
"CBI020_600","San Quirico Einstein","43.8436502107676","11.1416944526025","CBI020"
"CBI021_600","Tesi Cimabue","43.8183429433257","11.1435388464036","CBI021"
"CBI022_600","Fratelli Cervi Marinella","43.8481919661352","11.1340224801143","CBI022"
"CBI023_600","Del Paradiso","43.8245832113356","11.120097735104","CBI023"
"CBI024_600","Palestro Di Gramignano","43.8226024768815","11.1186355259937","CBI024"
"CBI025_600","Fiesoli Barberinese","43.8254708497155","11.1290060458867","CBI025"
"CBI026_600","Fiesoli Cimitero Comunale","43.826641066107","11.1263598721582","CBI026"
"CBI027_600","Fiesoli Cimitero Misericordia","43.8281038386606","11.122744594429","CBI027"
"CBI028_600","Pistoiese Fra' Guittone","43.8065795103438","11.1111861642509","CBI028"
"CBI029_600","Pistoiese Del Maggino","43.8076467046564","11.1026081798592","CBI029"
"CBI030_600","Pistoiese Del Tegolare","43.8091073811512","11.0917032014693","CBI030"
"CBI031_600","Volta Prata","43.8184485551286","11.1229416996272","CBI031"
"CBI032_600","Di Gramignano Magenta","43.8213125305389","11.1209510122626","CBI032"
"CBI033_600","Orly","43.8234907335312","11.1426956846089","CBI033"
"CBI034_600","Moro Villa Rucellai","43.8192666177583","11.1401337089999","CBI034"
"CBI035_600","Verdi Scuole","43.8216074397415","11.1406183977193","CBI035"
"CBI036_600","Buozzi Municipio","43.8206856583987","11.138878744412","CBI036"
"CBI037_600","San Martino Pistoiese","43.8060875860059","11.1185285634339","CBI037"
"CBI039_600","Buozzi Focognano","43.8157573600371","11.1527205061005","CBI039"
"CBI040_600","Buozzi Cetino","43.817656516027","11.1453328063557","CBI040"
"CBI043_600","Carraia Giardini","43.8081034670543","11.1233585916024","CBI043"
"CBI044_600","San Martino Carraia","43.8085062066482","11.1206483492756","CBI044"
"CBI045_600","Santa Maria","43.8255938298209","11.1349595031461","CBI045"
"CBI046_600","Olmo La Villa","43.8291257678079","11.1333753953267","CBI046"
"CBI047_600","Olmo Giusti","43.8282191709509","11.1351557207568","CBI047"
"CBI048_600","Confini Variante Nord","43.8323292245444","11.1320234952333","CBI048"
"CBI049_600","Confini Volta","43.8351743369762","11.1320222190449","CBI049"
"CBI050_600","Confini Centola","43.8393750011227","11.1293373458557","CBI050"
"CBI051_600","Galilei Confini","43.8421862461532","11.1275294702228","CBI051"
"CBI052_600","Campi Bisenzio Galilei","43.8440267965913","11.1272806787737","CBI052"
"CBI053_600","Confini Galilei","43.8422970388787","11.126656424248","CBI053"
"CBI055_600","Confini Togliatti","43.8350139485193","11.1319325497863","CBI055"
"CBI056_600","Confini Barberinese","43.8318953120126","11.1318758946984","CBI056"
"CBI057_600","Barberinese La Villa","43.8297408868219","11.13080888726","CBI057"
"CBI058_600","Barberinese Castronella","43.8284647469459","11.1297172374283","CBI058"
"CBI059_600","Fiesoli Pasolini","43.8255748764538","11.1284967587153","CBI059"
"CBI060_600","Fiesoli San Martino","43.8241471046309","11.1309502506087","CBI060"
"CBI061_600","San Quirico Leonardo Da Vinci","43.8468423826776","11.1452687125553","CBI061"
"CBI064_600","Buozzi Puccini","43.8202446518597","11.1415131845324","CBI064"
"CBI065_600","Buozzi Palagetta","43.8173600804573","11.1457760405946","CBI065"
"CBI066_600","Buozzi Oasi Wwf","43.8157439603014","11.1524760077888","CBI066"
"CBI072_600","Scuola Garibaldi","43.8284852070722","11.133445844628","CBI072"
"CBI113_600","Santo Stefano Primo Maggio","43.8214654872079","11.1364180091508","CBI113"
"CBI114_600","Roma Rocca Strozzi","43.8230762486758","11.1333237351541","CBI114"
"CBI126_600","Verdi Vittorio Veneto","43.8217889310872","11.1405425018722","CBI126"
"CBI127_600","Piazza Dante","43.8209558473963","11.1379122421389","CBI127"
"CBI133_600","Vittorio Veneto Risorgimento","43.8218062104746","11.143462291263","CBI133"
"CBI154_600","Bruno Scuole","43.8154151261915","11.1401763824668","CBI154"
"CBI160_600","Pistoiese Villari","43.7941163399643","11.1549308856223","CBI160"
"CBI161_600","Pistoiese San Donnino","43.7958654503485","11.1497841110474","CBI161"
"CBI162_600","Pistoiese San Jacopo","43.7970952733111","11.1471060298675","CBI162"
"CBI163_600","Pistoiese Variante","43.7990333946156","11.1424239030324","CBI163"
"CBI164_600","Pistoiese Baccellina","43.8014162023064","11.1365810543066","CBI164"
"CBI165_600","Pistoiese Crescia","43.8024680112599","11.1340173224848","CBI165"
"CBI166_600","Pistoiese Del Santo","43.8045333214147","11.1258611217422","CBI166"
"CBI167_600","Pistoiese Barberinese","43.805688581755","11.1186822864623","CBI167"
"CBI169_600","Indicatore","43.807380616565","11.1155579089484","CBI169"
"CBI170_600","San Quirico Biancospino","43.8437728700333","11.1416350887585","CBI170"
"CBI173_600","Xxiv Maggio","43.8228146818494","11.1328892114187","CBI173"
"CBI174_600","San Lorenzo Tosca Fiesoli","43.8242090890226","11.129799041598","CBI174"
"CBI175_600","Pistoiese Platani","43.7989686509106","11.1422755303215","CBI175"
"CBI177_600","Pistoiese Costituzione","43.7954177639557","11.1506086162473","CBI177"
"CBI182_600","Mammoli San Martino","43.8166019329759","11.1273416646258","CBI182"
"CBI183_600","Torricella Convento","43.8142308077132","11.132101920352","CBI183"
"CBI184_600","Torricella Baracca","43.8074554029004","11.1263206721796","CBI184"
"CBI191_600","Pistoiese Bassa","43.8101419628615","11.086085492888","CBI191"
"CBI192_600","Sant'Angelo A Lecore","43.8114625230733","11.0827931876431","CBI192"
"CBI193_600","Pistoiese Crocicchio Dell'Oro","43.8115557607527","11.0784153060342","CBI193"
"CBI194_600","Pistoiese Le Mosche","43.8123871852771","11.0735376603918","CBI194"
"CBI195_600","Pistoiese Caiano","43.8133393999156","11.0677056137774","CBI195"
"CBI196_600","Pistoiese Carcerina","43.8139685574448","11.0640216107283","CBI196"
"CBI199_600","Bassa","43.8111715987902","11.082453597446","CBI199"
"CBI202_600","San Martino Torricella","43.8154990001253","11.128067178943","CBI202"
"CBI203_600","San Martino Manetti","43.8177499054534","11.1290315511067","CBI203"
"CBI204_600","Manetti","43.8190796018623","11.1286995622478","CBI204"
"CBI205_600","Di Gramignano Palestro","43.8216731241978","11.1204415043297","CBI205"
"CBI206_600","Palestro Cinque Giornate","43.8229390827617","11.1189334510975","CBI206"
"CBI207_600","Chiella","43.8265623953134","11.1211478518652","CBI207"
"CBI208_600","Fiesoli Petrarca","43.8270449108247","11.1252207446245","CBI208"
"CBI209_600","Fratelli Cervi Del Pantano","43.8484292111627","11.1336559151743","CBI209"
"CBI210_600","Del Pantano Lago Pecci","43.8497760788861","11.1326602697273","CBI210"
"CBI214_600","Scuola Verga","43.7953927934141","11.1488256053209","CBI214"
"CBI294_600","Fra' Guittone","43.8069870257401","11.1120132762701","CBI294"
